"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","sentence1","Comments"
1552257255,195,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552256904625,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552257255,195,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256912734,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552257255,195,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552256914175,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552257255,195,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","Start",1552256914177,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552257255,195,"PennController",27,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256925837,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552257255,195,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","End",1552256927816,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552257255,195,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","Start",1552256927820,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257255,195,"PennController",49,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256933677,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257255,195,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","End",1552256934973,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257255,195,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","Start",1552256934976,"A guard dog is a pet that during the night must keep watch.","NULL"
1552257255,195,"PennController",12,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256945210,"A guard dog is a pet that during the night must keep watch.","NULL"
1552257255,195,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","End",1552256946590,"A guard dog is a pet that during the night must keep watch.","NULL"
1552257255,195,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","Start",1552256946593,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552257255,195,"PennController",46,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256954143,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552257255,195,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","End",1552256955620,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552257255,195,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","Start",1552256955623,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552257255,195,"PennController",57,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256962374,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552257255,195,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","End",1552256963827,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552257255,195,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","Start",1552256963833,"That old song was a tune that by the end would sound familiar.","NULL"
1552257255,195,"PennController",9,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552256970255,"That old song was a tune that by the end would sound familiar.","NULL"
1552257255,195,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","End",1552256971504,"That old song was a tune that by the end would sound familiar.","NULL"
1552257255,195,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","Start",1552256971507,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552257255,195,"PennController",41,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256980013,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552257255,195,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","End",1552256983635,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552257255,195,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552256983638,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552257255,195,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256991000,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552257255,195,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552256992272,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552257255,195,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","Start",1552256992274,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552257255,195,"PennController",18,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257006828,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552257255,195,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","End",1552257008147,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552257255,195,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","Start",1552257008150,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552257255,195,"PennController",35,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552257015475,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552257255,195,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","End",1552257020097,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552257255,195,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","Start",1552257020099,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552257255,195,"PennController",62,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257026910,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552257255,195,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","End",1552257028229,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552257255,195,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","Start",1552257028232,"That abstract painting was a work that after a minute would look boring.","NULL"
1552257255,195,"PennController",10,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257043843,"That abstract painting was a work that after a minute would look boring.","NULL"
1552257255,195,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","End",1552257045285,"That abstract painting was a work that after a minute would look boring.","NULL"
1552257255,195,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","Start",1552257045288,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552257255,195,"PennController",36,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552257057608,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552257255,195,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","End",1552257058821,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552257255,195,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","Start",1552257058825,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552257255,195,"PennController",50,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257064076,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552257255,195,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","End",1552257065228,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552257255,195,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552257065230,"The post office was a service that around the world would deliver letters.","NULL"
1552257255,195,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257072503,"The post office was a service that around the world would deliver letters.","NULL"
1552257255,195,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552257073668,"The post office was a service that around the world would deliver letters.","NULL"
1552257255,195,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","Start",1552257073671,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552257255,195,"PennController",33,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552257085147,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552257255,195,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","End",1552257086419,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552257255,195,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","Start",1552257086422,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552257255,195,"PennController",53,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257092162,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552257255,195,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","End",1552257093412,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552257255,195,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","Start",1552257093414,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552257255,195,"PennController",22,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257100635,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552257255,195,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","End",1552257101872,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552257255,195,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","Start",1552257101876,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552257255,195,"PennController",34,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552257109817,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552257255,195,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","End",1552257111149,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552257255,195,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","Start",1552257111154,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552257255,195,"PennController",61,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257116548,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552257255,195,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","End",1552257117751,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552257255,195,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","Start",1552257117754,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552257255,195,"PennController",24,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257134582,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552257255,195,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","End",1552257136011,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552257255,195,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552257136013,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257255,195,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552257168080,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257255,195,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552257169484,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257255,195,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552257169487,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552257255,195,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257176853,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552257255,195,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552257178281,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552257255,195,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","Start",1552257178284,"If you're reading this please select this sentence.","NULL"
1552257255,195,"PennController",68,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552257181239,"If you're reading this please select this sentence.","NULL"
1552257255,195,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","End",1552257182571,"If you're reading this please select this sentence.","NULL"
1552257255,195,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552257182574,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257255,195,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257189196,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257255,195,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552257190433,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257255,195,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","Start",1552257190436,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552257255,195,"PennController",38,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552257199613,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552257255,195,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","End",1552257202084,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552257649,196,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","Start",1552256365545,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552257649,196,"PennController",53,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256375335,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552257649,196,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","End",1552256376691,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552257649,196,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","Start",1552256376696,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552257649,196,"PennController",30,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256385654,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552257649,196,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","End",1552256389036,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552257649,196,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","Start",1552256389039,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552257649,196,"PennController",18,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256395118,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552257649,196,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","End",1552256396138,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552257649,196,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","Start",1552256396143,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257649,196,"PennController",49,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256404912,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257649,196,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","End",1552256405899,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257649,196,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552256405904,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257649,196,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256416839,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257649,196,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552256417798,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257649,196,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552256417812,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257649,196,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256425399,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257649,196,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552256426508,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257649,196,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","Start",1552256426513,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552257649,196,"PennController",58,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256432953,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552257649,196,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","End",1552256433819,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552257649,196,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","Start",1552256433827,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552257649,196,"PennController",43,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256441071,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552257649,196,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","End",1552256442010,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552257649,196,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","Start",1552256442013,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552257649,196,"PennController",11,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256449927,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552257649,196,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","End",1552256450642,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552257649,196,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","Start",1552256450645,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552257649,196,"PennController",62,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256457801,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552257649,196,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","End",1552256459124,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552257649,196,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","Start",1552256459128,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552257649,196,"PennController",40,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256476505,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552257649,196,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","End",1552256477660,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552257649,196,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","Start",1552256477666,"The stern captain is the officer who on the boat could give orders.","NULL"
1552257649,196,"PennController",19,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256481642,"The stern captain is the officer who on the boat could give orders.","NULL"
1552257649,196,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","End",1552256482485,"The stern captain is the officer who on the boat could give orders.","NULL"
1552257649,196,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","Start",1552256482490,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552257649,196,"PennController",54,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256489922,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552257649,196,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","End",1552256492454,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552257649,196,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","Start",1552256492460,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552257649,196,"PennController",29,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256500490,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552257649,196,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","End",1552256501870,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552257649,196,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","Start",1552256501878,"That abstract painting was a work that after a minute would look boring.","NULL"
1552257649,196,"PennController",10,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256511058,"That abstract painting was a work that after a minute would look boring.","NULL"
1552257649,196,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","End",1552256511854,"That abstract painting was a work that after a minute would look boring.","NULL"
1552257649,196,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","Start",1552256511859,"A real friend is someone whom you must consistently stick up for.","NULL"
1552257649,196,"PennController",60,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256516769,"A real friend is someone whom you must consistently stick up for.","NULL"
1552257649,196,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","End",1552256520558,"A real friend is someone whom you must consistently stick up for.","NULL"
1552257649,196,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","Start",1552256520564,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552257649,196,"PennController",38,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256531715,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552257649,196,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","End",1552256532588,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552257649,196,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","Start",1552256532596,"A guard dog is a pet that during the night must keep watch.","NULL"
1552257649,196,"PennController",12,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256538315,"A guard dog is a pet that during the night must keep watch.","NULL"
1552257649,196,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","End",1552256539248,"A guard dog is a pet that during the night must keep watch.","NULL"
1552257649,196,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","Start",1552256539254,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552257649,196,"PennController",61,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256545739,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552257649,196,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","End",1552256547745,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552257649,196,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","Start",1552256547753,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552257649,196,"PennController",45,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256568372,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552257649,196,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","End",1552256568806,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552257649,196,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552256568810,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552257649,196,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256572599,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552257649,196,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552256574571,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552257649,196,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","Start",1552256574577,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552257649,196,"PennController",51,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256581646,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552257649,196,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","End",1552256582971,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552257649,196,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","Start",1552256582977,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552257649,196,"PennController",39,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256592359,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552257649,196,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","End",1552256593162,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552257649,196,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","Start",1552256593167,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552257649,196,"PennController",15,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256601207,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552257649,196,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","End",1552256601940,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552257649,196,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","Start",1552256601945,"That rare edition was a book  which the collector would always look out for.","NULL"
1552257649,196,"PennController",47,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256606953,"That rare edition was a book  which the collector would always look out for.","NULL"
1552257649,196,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","End",1552256608332,"That rare edition was a book  which the collector would always look out for.","NULL"
1552257649,196,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","Start",1552256608339,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552257649,196,"PennController",36,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256612312,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552257649,196,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","End",1552256616572,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552257649,196,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","Start",1552256616577,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552257649,196,"PennController",24,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256622656,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552257649,196,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","End",1552256623661,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552257649,196,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552256623667,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552257649,196,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256629650,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552257649,196,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552256631292,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552257649,196,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","Start",1552256631298,"If you're reading this please select this sentence.","NULL"
1552257649,196,"PennController",68,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552256633854,"If you're reading this please select this sentence.","NULL"
1552257649,196,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","End",1552256634964,"If you're reading this please select this sentence.","NULL"
1552257649,196,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","Start",1552256634969,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552257649,196,"PennController",46,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256642792,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552257649,196,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","End",1552256643651,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552257649,196,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","Start",1552256643656,"That old song was a tune that by the end would sound familiar.","NULL"
1552257649,196,"PennController",9,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256647335,"That old song was a tune that by the end would sound familiar.","NULL"
1552257649,196,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","End",1552256648044,"That old song was a tune that by the end would sound familiar.","NULL"
1552257649,196,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","Start",1552256648049,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552257649,196,"PennController",48,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256654544,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552257649,196,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","End",1552256655435,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552257649,196,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","Start",1552256655441,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552257649,196,"PennController",34,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552256670457,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552257649,196,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","End",1552256672684,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552257649,196,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552256672690,"The post office was a service that around the world would deliver letters.","NULL"
1552257649,196,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256676704,"The post office was a service that around the world would deliver letters.","NULL"
1552257649,196,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552256677438,"The post office was a service that around the world would deliver letters.","NULL"
1552257649,196,"PennController",56,0,"particle","NULL","PennController",56,"_Trial_","Start",1552256677444,"The tough test was a milestone which no student could ever feel up to.","NULL"
